microbe,disease,effect,pmid,evidence,SCD,evidence_record_count
Gut Microbes,Inflammatory Bowel Diseases,decrease,31326413,"Anti-TNF therapy shifts the diversity of fecal microbiota in patients with IBD toward that of controls, and metabolic functions of gut microbes associate with efficacy of TNF antagonists","Tumor necrosis factor (TNF) antagonists affect the intestinal microbiome and are associated with clinical remission in IBD patients, with predicted levels of butyrate and substrates involved in butyrate synthesis being significantly associated with treatment outcomes",1
Gut Microbes,Crohn's disease,decrease,31326413,Metabolic functions of gut microbes associate with efficacy of TNF antagonists in patients with Crohn's disease,"Tumor necrosis factor (TNF) antagonists affect the intestinal microbiome and are associated with clinical remission in IBD patients, with predicted levels of butyrate and substrates involved in butyrate synthesis being significantly associated with treatment outcomes",1
Gut Microbes,Ulcerative colitis,decrease,31326413,Metabolic functions of gut microbes associate with efficacy of TNF antagonists in patients with ulcerative colitis,"Tumor necrosis factor (TNF) antagonists affect the intestinal microbiome and are associated with clinical remission in IBD patients, with predicted levels of butyrate and substrates involved in butyrate synthesis being significantly associated with treatment outcomes",1
Aggregatibacter,throat cancer,increase,31334130,Significantly enriched in throat cancer group compared to controls,,1
Pseudomonas,throat cancer,increase,31334130,Significantly enriched in throat cancer group compared to controls,,1
Bacteroides,throat cancer,increase,31334130,Significantly enriched in throat cancer group compared to controls,,1
Ruminiclostridium,throat cancer,increase,31334130,Significantly enriched in throat cancer group compared to controls,,1
Corynebacterium,laryngeal cancer,decrease,31334130,Negatively associated with occurrence of laryngeal cancer,,1
Kingella,laryngeal cancer,decrease,31334130,Negatively associated with occurrence of laryngeal cancer,,1
Acinetobacter,Gastric cancer,increase,31338330,Enriched in patients with gastric cancer,,1
Bacteroides,Gastric cancer,increase,31338330,Enriched in patients with gastric cancer,,1
Haemophilus parainfluenzae,Gastric cancer,increase,31338330,Enriched in patients with gastric cancer,,1
Sphingomonas,Gastric cancer,decrease,31338330,Enriched in healthy controls compared to gastric cancer patients,,1
Comamonas,Gastric cancer,decrease,31338330,Enriched in healthy controls compared to gastric cancer patients,,1
Pseudomonas stutzeri,Gastric cancer,decrease,31338330,Enriched in healthy controls compared to gastric cancer patients,,1
Lactobacillus plantarum CCFM8610,atopic dermatitis,decrease,31342226,Significantly decreased the SCORAD index and increased serum IL-10 levels,"Lactobacillus plantarum CCFM8610 increased serum IL-10 levels, which may contribute to immune regulation in atopic dermatitis",1
Bifidobacterium bifidum CCFM16,atopic dermatitis,decrease,31342226,"Influenced alpha diversity, increased proportion of Bacteroidetes, and reduced the F/B ratio","Lactobacillus plantarum CCFM8610 increased serum IL-10 levels, which may contribute to immune regulation in atopic dermatitis",1
Lactobacillus,Parkinson's disease,decrease,31354427,PD patients showed decreased relative abundance of Lactobacillus compared to healthy controls,,1
Aeromonas,colorectal cancer,increase,31358825,Higher abundance in all CRC faecal microbiota,,1
Oscillospira,colorectal cancer,decrease,31358825,Depleted in the transition from advanced adenoma to stage 0 CRC,,1
Haemophilus,colorectal cancer,decrease,31358825,Depleted in the transition from stage 0 to early-stage CRC,,1
butyrate-producing bacteria,colorectal cancer,decrease,31358825,Decreased abundance in CRC faecal microbiota,,1
Anaerostipes,Inflammatory Bowel Disease,decrease,31379797,Identified as differentially abundant in controls compared to IBD,,1
Ruminococcaceae,Inflammatory Bowel Disease,decrease,31379797,Identified as differentially abundant in controls compared to IBD,,1
Erysipelotrichi,Irritable Bowel Syndrome,increase,31379797,Identified as potential biomarker for IBS,,1
Gammaproteobacteria,Inflammatory Bowel Disease,increase,31379797,Identified as potential biomarker for IBD,,1
Enterococcus,Inflammatory Bowel Disease,increase,31379797,Identified as potential biomarker for IBD,,1
Enterococcaceae,Inflammatory Bowel Disease,increase,31379797,Identified as potential biomarker for IBD,,1
Pseudoxanthomonas,Pancreatic ductal adenocarcinoma,decrease,31398337,"Higher alpha-diversity in tumor microbiome of long-term survivors, including Pseudoxanthomonas, predicts better survival","The study suggests that the tumor microbiome composition influences the host immune response, including CD8+ T cell infiltration and activation, but specific cytokines or signaling molecules are not detailed in the provided text.",1
Streptomyces,Pancreatic ductal adenocarcinoma,decrease,31398337,"Higher alpha-diversity in tumor microbiome of long-term survivors, including Streptomyces, predicts better survival","The study suggests that the tumor microbiome composition influences the host immune response, including CD8+ T cell infiltration and activation, but specific cytokines or signaling molecules are not detailed in the provided text.",1
Saccharopolyspora,Pancreatic ductal adenocarcinoma,decrease,31398337,"Higher alpha-diversity in tumor microbiome of long-term survivors, including Saccharopolyspora, predicts better survival","The study suggests that the tumor microbiome composition influences the host immune response, including CD8+ T cell infiltration and activation, but specific cytokines or signaling molecules are not detailed in the provided text.",1
Bacillus clausii,Pancreatic ductal adenocarcinoma,decrease,31398337,"Higher alpha-diversity in tumor microbiome of long-term survivors, including Bacillus clausii, predicts better survival","The study suggests that the tumor microbiome composition influences the host immune response, including CD8+ T cell infiltration and activation, but specific cytokines or signaling molecules are not detailed in the provided text.",1
Gammaproteobacteria,Pancreatic ductal adenocarcinoma,increase,31398337,"Gammaproteobacteria metabolizes gemcitabine into inactive form, contributing to tumor resistance","The study suggests that the tumor microbiome composition influences the host immune response, including CD8+ T cell infiltration and activation, but specific cytokines or signaling molecules are not detailed in the provided text.",1
Campylobacter upsaliensis,diarrheal diseases,increase,31406349,Campylobacter upsaliensis is a pathogen known to cause diarrheal diseases in children,,1
Campylobacter upsaliensis,childhood mortality,decrease,31406349,"Azithromycin treatment reduces the abundance of Campylobacter upsaliensis, which is associated with reduced childhood mortality",,1
Ralstonia,breast cancer,increase,31420578,"Higher abundance in breast tissues from NHB women compared to NHW tumors, potentially explaining racial disparities in breast cancer",,1
Streptococcaceae,triple negative breast cancer (TNBC),increase,31420578,Enrichment observed in TNBC tumor subtype,,1
Bosea,breast cancer,increase,31420578,Higher abundance correlated with increasing cancer stage,,1
Clostridium,insulin resistance,increase,31425383,Exercise training decreases Clostridium genus,"Exercise training reduces systemic and intestinal inflammatory markers (TNF-α, LBP) and endotoxemia, which is associated with improved gut microbiota profiles and insulin sensitivity",1
Blautia,insulin resistance,increase,31425383,Exercise training decreases Blautia genus,"Exercise training reduces systemic and intestinal inflammatory markers (TNF-α, LBP) and endotoxemia, which is associated with improved gut microbiota profiles and insulin sensitivity",1
Escherichia coli,Alzheimers disease,increase,31434623,Escherichia coli fragments colocalize with amyloid plaque in postmortem brain tissue from AD patients,"Microbial amyloids (e.g., from Escherichia coli) can be recognized by TLR2/TLR1 receptor system similar to Aβ42, producing proinflammatory cytokines that may promote neurodegeneration. Systemic inflammatory reactions caused by bacterial compounds may impair the blood-brain barrier and promote neuroinflammation.",1
Escherichia,Mild cognitive impairment,increase,31434623,Escherichia was observed increased at genus level in both fecal and blood samples from MCI patients,"Microbial amyloids (e.g., from Escherichia coli) can be recognized by TLR2/TLR1 receptor system similar to Aβ42, producing proinflammatory cytokines that may promote neurodegeneration. Systemic inflammatory reactions caused by bacterial compounds may impair the blood-brain barrier and promote neuroinflammation.",1
probiotic mixture,plaque psoriasis,decrease,31453631,Probiotic supplementation showed a larger reduction in severity indexes and lower risk of relapse compared to placebo,"Elevation of TNF-α, IFN-γ, IL-1β, IL-6, and IL-12 is characteristic in patients with psoriasis, and probiotics may modulate these inflammatory markers",1
Enterococcus faecalis,intestinal polyps,increase,31460576,The mean copy number of Enterococcus faecalis in patients with polyps was higher than in healthy individuals (9.4x108 vs 9x108 per gram of stool),"Enterococcus faecalis produces reactive oxygen radicals that damage colon epithelial DNA, playing a role in the formation of adenomatous polyps and colorectal cancer",1
Escherichia/Shigella,gastric cancer,increase,31464899,Higher abundances observed in gut microbiota of GC patients compared to healthy controls,,1
Veillonella,gastric cancer,increase,31464899,Higher abundances observed in gut microbiota of GC patients compared to healthy controls,,1
Clostridium XVIII,gastric cancer,increase,31464899,Higher abundances observed in gut microbiota of GC patients compared to healthy controls,,1
Bacteroides,gastric cancer,decrease,31464899,Lower abundances observed in gut microbiota of GC patients compared to healthy controls,,1
Lactobacillus,intestinal permeability,decrease,31473505,Lower relative abundance in MRE diet associated with reduced intestinal permeability,"High-sensitivity C-reactive protein (hsCRP) levels were lower in MRE diet, indicating reduced inflammation associated with changes in gut microbiota composition",1
